Date,Category,Amount,Payment Method,Description
13-09-2024,Income,763,Nagad,Salary 
11-11-2024,Income,809,Nagad,Transfer 
27-10-2023,Income,293,Bkash,Transfer 
22-09-2023,Expense,503,Cash,Transfer 
11-03-2024,Expense,867,Credit Card,Salary 
27-04-2023,Income,495,Nagad,Groceries 
08-02-2024,Income,493,Credit Card,Rent 
16-04-2024,Expense,836,Credit Card,Shopping 
04-01-2024,Income,152,Cash,Salary 
12-10-2023,Expense,362,Cash,Rent 
16-02-2023,Expense,202,Cash,Groceries 
28-07-2024,Income,443,Credit Card,Transfer 
15-07-2023,Income,843,Credit Card,Transfer 
23-03-2023,Income,879,Credit Card,Salary 
11-03-2023,Income,424,Nagad,Shopping 
12-10-2023,Expense,451,Nagad,Shopping 
02-02-2023,Income,597,Cash,Groceries 
21-08-2024,Expense,496,Cash,Salary 
08-04-2024,Expense,291,Cash,Groceries 
09-06-2024,Income,145,Cash,Rent 
02-01-2024,Income,929,Nagad,Transfer 
06-10-2024,Expense,258,Credit Card,Salary 
12-08-2023,Expense,917,Nagad,Salary 
13-07-2023,Expense,911,Bkash,Transfer 
06-09-2023,Income,148,Cash,Salary 
03-02-2024,Expense,458,Bkash,Transfer 
28-01-2024,Income,939,Bkash,Rent 
02-03-2024,Expense,501,Nagad,Salary 
14-11-2023,Income,388,Nagad,Rent 
09-08-2023,Expense,367,Nagad,Groceries 
02-12-2024,Expense,887,Cash,Rent 
03-11-2024,Income,728,Credit Card,Rent 
08-08-2023,Expense,477,Cash,Rent 
23-10-2023,Expense,574,Credit Card,Transfer 
27-09-2023,Income,396,Nagad,Groceries 
24-07-2024,Income,764,Cash,Shopping 
13-01-2023,Income,313,Nagad,Shopping 
24-08-2024,Expense,272,Cash,Shopping 
19-01-2024,Income,789,Bkash,Shopping 
25-01-2024,Expense,607,Credit Card,Salary 
03-08-2024,Expense,653,Bkash,Salary 
14-01-2024,Income,188,Bkash,Shopping 
08-03-2023,Income,742,Nagad,Groceries 
09-04-2023,Expense,573,Cash,Transfer 
22-03-2023,Expense,691,Credit Card,Rent 
11-01-2024,Expense,197,Credit Card,Transfer 
01-06-2023,Income,479,Cash,Salary 
23-08-2024,Income,259,Cash,Groceries 
28-04-2024,Expense,529,Nagad,Salary 
28-02-2024,Income,145,Credit Card,Groceries 
05-02-2024,Income,760,Credit Card,Groceries 
11-10-2023,Income,852,Cash,Shopping 
11-08-2023,Income,827,Credit Card,Salary 
23-11-2023,Income,962,Cash,Rent 
10-06-2023,Expense,299,Bkash,Shopping 
28-09-2023,Income,564,Credit Card,Rent 
17-08-2024,Expense,915,Cash,Shopping 
16-12-2023,Income,647,Cash,Transfer 
01-11-2023,Income,531,Nagad,Groceries 
25-08-2023,Income,512,Credit Card,Groceries 
08-05-2023,Expense,214,Nagad,Shopping 
13-02-2024,Income,727,Cash,Salary 
23-04-2023,Expense,591,Nagad,Shopping 
19-11-2023,Income,171,Nagad,Rent 
26-05-2023,Income,923,Cash,Transfer 
24-06-2024,Expense,753,Nagad,Transfer 
09-06-2024,Expense,162,Cash,Rent 
20-08-2023,Expense,643,Cash,Transfer 
20-10-2023,Income,444,Bkash,Groceries 
20-12-2024,Income,551,Bkash,Groceries 
24-02-2023,Expense,286,Cash,Rent 
01-12-2023,Expense,566,Nagad,Rent 
12-02-2023,Expense,952,Nagad,Transfer 
27-01-2024,Expense,471,Credit Card,Rent 
02-12-2024,Expense,579,Bkash,Salary 
16-07-2024,Income,665,Nagad,Rent 
08-05-2024,Expense,776,Credit Card,Transfer 
04-04-2024,Expense,711,Cash,Shopping 
24-09-2024,Income,765,Bkash,Salary 
24-03-2024,Expense,373,Nagad,Salary 
10-03-2024,Income,754,Cash,Transfer 
24-11-2024,Expense,556,Nagad,Shopping 
03-12-2024,Income,849,Credit Card,Transfer 
22-05-2024,Expense,439,Nagad,Transfer 
06-05-2024,Expense,460,Nagad,Rent 
20-11-2024,Expense,709,Bkash,Shopping 
10-05-2024,Expense,177,Credit Card,Shopping 
28-09-2023,Income,867,Nagad,Rent 
13-11-2023,Expense,506,Credit Card,Shopping 
05-05-2023,Income,639,Cash,Salary 
18-07-2023,Expense,788,Credit Card,Shopping 
04-05-2024,Expense,366,Bkash,Rent 
25-06-2023,Income,458,Credit Card,Salary 
02-09-2024,Income,464,Cash,Shopping 
15-05-2024,Income,921,Credit Card,Shopping 
11-06-2023,Expense,225,Nagad,Shopping 
12-12-2024,Expense,882,Credit Card,Salary 
01-11-2023,Expense,614,Cash,Rent 
15-12-2023,Income,719,Bkash,Transfer 
20-10-2023,Income,430,Credit Card,Shopping 
05-03-2023,Expense,246,Bkash,Groceries 
06-06-2023,Expense,853,Bkash,Shopping 
26-02-2023,Expense,386,Credit Card,Groceries 
05-06-2023,Expense,108,Credit Card,Rent 
02-03-2024,Expense,744,Nagad,Transfer 
22-09-2023,Expense,121,Bkash,Shopping 
23-06-2024,Income,128,Cash,Transfer 
04-12-2023,Income,234,Bkash,Salary 
14-01-2024,Income,859,Credit Card,Rent 
19-03-2024,Income,595,Cash,Groceries 
24-06-2023,Expense,186,Bkash,Transfer 
03-01-2023,Income,424,Nagad,Rent 
28-11-2023,Expense,810,Cash,Groceries 
04-06-2023,Income,158,Credit Card,Groceries 
19-06-2024,Expense,651,Nagad,Salary 
19-01-2024,Income,664,Nagad,Transfer 
12-07-2023,Income,344,Cash,Shopping 
23-10-2024,Expense,982,Nagad,Transfer 
13-07-2024,Expense,583,Nagad,Rent 
18-12-2024,Income,217,Cash,Groceries 
16-02-2023,Expense,987,Cash,Shopping 
25-12-2024,Expense,657,Credit Card,Salary 
23-01-2023,Expense,127,Credit Card,Rent 
24-02-2023,Expense,950,Credit Card,Groceries 
13-10-2023,Expense,831,Credit Card,Groceries 
16-06-2024,Income,961,Credit Card,Salary 
08-09-2024,Expense,624,Bkash,Transfer 
15-10-2023,Income,744,Bkash,Transfer 
25-03-2023,Expense,739,Bkash,Transfer 
01-10-2024,Expense,290,Cash,Groceries 
27-03-2024,Expense,245,Cash,Rent 
21-05-2023,Income,781,Bkash,Transfer 
14-12-2024,Expense,195,Cash,Shopping 
04-07-2023,Income,282,Nagad,Groceries 
06-04-2024,Expense,614,Bkash,Rent 
11-11-2024,Expense,184,Bkash,Groceries 
28-05-2023,Income,930,Credit Card,Shopping 
19-08-2023,Income,548,Credit Card,Rent 
05-02-2023,Income,270,Cash,Rent 
14-07-2023,Income,195,Credit Card,Rent 
07-01-2023,Income,707,Cash,Shopping 
18-05-2024,Income,965,Nagad,Transfer 
15-11-2024,Expense,905,Nagad,Transfer 
13-01-2024,Expense,491,Bkash,Transfer 
20-10-2024,Expense,963,Nagad,Transfer 
02-10-2023,Income,698,Cash,Rent 
19-11-2024,Expense,567,Nagad,Shopping 
01-10-2023,Income,731,Credit Card,Shopping 
05-06-2023,Income,934,Credit Card,Shopping 
24-11-2024,Income,699,Credit Card,Groceries 
01-10-2023,Income,930,Nagad,Shopping 
25-12-2024,Expense,751,Credit Card,Transfer 
12-05-2023,Expense,763,Credit Card,Rent 
05-08-2023,Income,964,Nagad,Rent 
22-04-2023,Expense,643,Credit Card,Salary 
21-06-2023,Expense,802,Bkash,Shopping 
12-06-2024,Income,709,Bkash,Transfer 
13-12-2023,Expense,231,Bkash,Salary 
24-08-2024,Income,491,Nagad,Transfer 
06-08-2024,Expense,335,Bkash,Rent 
17-06-2024,Income,810,Nagad,Shopping 
12-06-2023,Expense,395,Bkash,Rent 
20-05-2024,Expense,401,Credit Card,Transfer 
09-01-2024,Income,471,Cash,Transfer 
05-08-2024,Expense,309,Credit Card,Shopping 
19-10-2023,Income,213,Credit Card,Rent 
24-05-2023,Income,842,Bkash,Shopping 
27-08-2024,Expense,851,Cash,Transfer 
20-01-2023,Income,498,Nagad,Rent 
23-02-2024,Income,327,Credit Card,Salary 
28-02-2024,Expense,302,Cash,Shopping 
19-08-2024,Expense,486,Nagad,Groceries 
07-12-2023,Income,356,Bkash,Salary 
02-04-2023,Income,837,Cash,Salary 
11-07-2024,Expense,763,Bkash,Groceries 
23-07-2024,Income,278,Nagad,Salary 
23-08-2024,Expense,136,Nagad,Groceries 
23-05-2024,Income,496,Cash,Shopping 
28-01-2023,Income,418,Bkash,Groceries 
14-06-2024,Expense,669,Nagad,Salary 
08-08-2023,Expense,135,Cash,Shopping 
27-08-2023,Expense,558,Credit Card,Salary 
23-04-2024,Income,519,Credit Card,Shopping 
02-08-2023,Expense,292,Nagad,Groceries 
04-04-2023,Income,607,Credit Card,Groceries 
01-11-2023,Income,962,Nagad,Rent 
15-09-2023,Income,793,Nagad,Shopping 
09-03-2024,Expense,512,Cash,Transfer 
08-07-2023,Income,952,Nagad,Rent 
27-04-2023,Income,702,Nagad,Groceries 
02-05-2024,Income,744,Bkash,Salary 
16-09-2024,Expense,627,Cash,Transfer 
06-04-2023,Income,836,Cash,Rent 
24-10-2024,Expense,999,Nagad,Groceries 
11-06-2024,Expense,346,Nagad,Transfer 
10-06-2024,Income,474,Bkash,Transfer 
19-10-2024,Income,700,Cash,Rent 
01-07-2024,Income,719,Nagad,Shopping 
18-11-2024,Income,186,Bkash,Salary 
25-12-2024,Income,290,Cash,Shopping 
06-08-2024,Expense,259,Nagad,Salary 
21-03-2023,Income,927,Bkash,Groceries 
03-08-2023,Expense,758,Credit Card,Rent 
28-01-2023,Expense,867,Bkash,Transfer 
09-04-2023,Expense,893,Bkash,Groceries 
14-05-2024,Expense,981,Bkash,Transfer 
02-09-2023,Expense,778,Bkash,Transfer 
19-06-2023,Income,400,Cash,Groceries 
09-01-2024,Income,525,Cash,Groceries 
14-02-2024,Income,432,Cash,Transfer 
05-06-2024,Expense,974,Nagad,Salary 
10-11-2024,Expense,388,Cash,Rent 
08-05-2023,Income,633,Cash,Groceries 
25-09-2024,Income,325,Credit Card,Salary 
05-07-2023,Expense,754,Nagad,Rent 
07-04-2024,Expense,781,Bkash,Rent 
11-05-2024,Expense,260,Nagad,Transfer 
10-07-2023,Income,548,Credit Card,Rent 
10-12-2024,Income,819,Cash,Rent 
28-12-2023,Expense,508,Cash,Transfer 
18-02-2023,Expense,906,Credit Card,Shopping 
27-11-2024,Income,276,Cash,Shopping 
19-05-2023,Expense,793,Bkash,Transfer 
21-08-2023,Income,560,Bkash,Salary 
04-03-2023,Expense,839,Nagad,Rent 
17-11-2023,Income,519,Cash,Transfer 
14-06-2024,Expense,919,Nagad,Salary 
04-02-2023,Expense,811,Nagad,Groceries 
11-11-2023,Expense,789,Nagad,Salary 
12-11-2023,Income,504,Credit Card,Rent 
19-11-2024,Income,830,Cash,Rent 
20-06-2024,Expense,932,Credit Card,Salary 
03-09-2023,Expense,784,Nagad,Shopping 
19-03-2023,Expense,598,Bkash,Rent 
26-01-2024,Income,238,Nagad,Rent 
21-07-2024,Income,687,Bkash,Shopping 
27-09-2023,Income,591,Bkash,Salary 
01-01-2024,Expense,349,Nagad,Shopping 
27-11-2023,Expense,715,Bkash,Rent 
13-04-2024,Expense,287,Nagad,Salary 
22-08-2024,Expense,257,Nagad,Groceries 
23-02-2023,Income,783,Credit Card,Shopping 
19-05-2023,Expense,412,Credit Card,Transfer 
14-10-2023,Expense,564,Nagad,Shopping 
26-02-2024,Expense,321,Cash,Transfer 
09-02-2024,Income,284,Cash,Rent 
08-10-2024,Income,854,Bkash,Rent 
18-08-2023,Expense,129,Cash,Shopping 
08-07-2024,Expense,316,Bkash,Groceries 
14-02-2024,Expense,559,Bkash,Rent 
14-12-2024,Income,784,Bkash,Salary 
11-02-2023,Income,921,Cash,Groceries 
07-03-2023,Income,428,Bkash,Transfer 
07-10-2023,Income,968,Bkash,Salary 
18-07-2024,Income,411,Bkash,Groceries 
24-08-2024,Income,380,Cash,Shopping 
04-09-2024,Expense,477,Nagad,Transfer 
18-09-2024,Income,573,Cash,Salary 
25-01-2024,Income,895,Bkash,Shopping 
07-12-2024,Income,690,Nagad,Groceries 
12-05-2023,Income,218,Nagad,Rent 
03-08-2024,Income,255,Credit Card,Shopping 
23-07-2023,Income,534,Nagad,Salary 
08-08-2023,Expense,295,Bkash,Groceries 
13-11-2024,Income,888,Credit Card,Transfer 
16-09-2024,Expense,847,Nagad,Salary 
05-07-2023,Expense,440,Bkash,Transfer 
18-07-2024,Income,827,Bkash,Salary 
19-08-2023,Expense,714,Cash,Shopping 
09-07-2024,Income,810,Cash,Rent 
14-12-2023,Income,409,Nagad,Salary 
13-10-2024,Expense,734,Cash,Groceries 
28-05-2023,Income,187,Credit Card,Groceries 
11-02-2024,Expense,937,Cash,Transfer 
17-08-2024,Income,952,Credit Card,Groceries 
04-07-2023,Expense,807,Nagad,Salary 
02-08-2024,Income,382,Nagad,Shopping 
26-10-2023,Expense,251,Nagad,Transfer 
23-09-2024,Income,785,Nagad,Groceries 
25-11-2024,Expense,100,Bkash,Salary 
23-09-2024,Expense,842,Credit Card,Rent 
14-12-2023,Expense,171,Cash,Groceries 
07-05-2024,Income,858,Bkash,Rent 
16-04-2023,Income,676,Cash,Transfer 
23-02-2024,Income,784,Credit Card,Salary 
19-06-2023,Expense,457,Bkash,Shopping 
06-04-2024,Income,750,Credit Card,Groceries 
11-07-2024,Expense,252,Nagad,Groceries 
22-03-2023,Expense,939,Bkash,Groceries 
10-10-2023,Expense,637,Bkash,Rent 
21-08-2024,Expense,684,Cash,Transfer 
28-10-2023,Income,118,Bkash,Salary 
21-11-2023,Income,450,Bkash,Salary 
12-11-2023,Expense,495,Credit Card,Shopping 
20-06-2023,Expense,916,Credit Card,Rent 
16-10-2024,Expense,856,Credit Card,Transfer 
17-01-2023,Income,576,Nagad,Groceries 
24-02-2024,Income,150,Credit Card,Groceries 
10-08-2023,Income,567,Cash,Shopping 
02-12-2023,Income,139,Credit Card,Salary 
25-07-2024,Income,170,Nagad,Groceries 
01-03-2023,Expense,185,Nagad,Groceries 
18-02-2024,Income,264,Cash,Rent 
07-02-2024,Income,845,Credit Card,Rent 
18-10-2024,Income,438,Bkash,Rent 
17-10-2023,Expense,620,Nagad,Transfer 
08-08-2023,Income,101,Nagad,Transfer 
24-06-2024,Expense,365,Credit Card,Salary 
14-12-2024,Income,476,Nagad,Salary 
13-07-2024,Expense,902,Credit Card,Groceries 
12-10-2023,Income,896,Nagad,Rent 
22-05-2024,Income,113,Cash,Shopping 
18-02-2023,Income,128,Cash,Rent 
19-08-2023,Expense,285,Cash,Rent 
10-08-2023,Income,616,Credit Card,Groceries 
03-11-2023,Income,644,Nagad,Rent 
26-10-2024,Expense,279,Cash,Salary 
19-11-2023,Expense,294,Bkash,Shopping 
12-12-2024,Income,942,Nagad,Shopping 
02-02-2023,Income,275,Credit Card,Transfer 
20-04-2024,Expense,649,Nagad,Groceries 
12-11-2024,Expense,125,Nagad,Transfer 
09-08-2024,Income,377,Nagad,Transfer 
24-06-2023,Income,940,Nagad,Shopping 
21-03-2023,Income,506,Cash,Transfer 
04-12-2023,Income,235,Nagad,Shopping 
27-02-2023,Income,561,Credit Card,Rent 
22-12-2023,Income,248,Cash,Groceries 
12-07-2023,Income,696,Nagad,Transfer 
25-10-2023,Income,677,Bkash,Shopping 
22-08-2024,Expense,922,Cash,Transfer 
14-11-2024,Income,769,Nagad,Salary 
20-04-2023,Expense,828,Cash,Rent 
19-07-2024,Expense,655,Credit Card,Salary 
16-12-2023,Income,967,Bkash,Groceries 
12-02-2024,Income,441,Credit Card,Groceries 
06-04-2024,Expense,920,Credit Card,Groceries 
13-09-2024,Expense,593,Credit Card,Salary 
10-01-2023,Expense,660,Bkash,Salary 
13-07-2024,Expense,204,Credit Card,Rent 
06-06-2024,Expense,306,Credit Card,Transfer 
22-04-2023,Income,812,Cash,Transfer 
21-12-2023,Expense,106,Cash,Shopping 
28-04-2023,Income,407,Bkash,Shopping 
14-08-2024,Expense,972,Nagad,Shopping 
06-10-2024,Expense,125,Bkash,Rent 
28-12-2024,Expense,716,Credit Card,Groceries 
08-04-2023,Expense,240,Bkash,Rent 
16-07-2023,Expense,653,Bkash,Groceries 
02-12-2023,Income,527,Credit Card,Rent 
07-10-2023,Income,584,Cash,Salary 
18-04-2023,Income,762,Credit Card,Rent 
03-03-2023,Expense,830,Nagad,Rent 
17-02-2023,Expense,526,Cash,Shopping 
22-04-2024,Expense,296,Nagad,Transfer 
19-07-2023,Income,293,Nagad,Salary 
27-01-2024,Income,392,Nagad,Shopping 
13-11-2023,Income,544,Nagad,Rent 
28-03-2024,Expense,341,Credit Card,Salary 
17-03-2023,Income,565,Bkash,Salary 
28-02-2023,Expense,929,Bkash,Shopping 
25-04-2024,Income,513,Bkash,Transfer 
28-02-2024,Expense,315,Bkash,Shopping 
05-12-2024,Income,948,Bkash,Transfer 
14-12-2024,Expense,740,Cash,Salary 
02-10-2023,Income,533,Credit Card,Rent 
08-02-2023,Expense,400,Bkash,Groceries 
08-06-2024,Expense,739,Bkash,Salary 
16-11-2023,Expense,487,Cash,Rent 
10-09-2023,Expense,533,Bkash,Transfer 
23-02-2023,Income,929,Cash,Groceries 
18-02-2024,Expense,141,Bkash,Shopping 
11-06-2024,Expense,494,Nagad,Shopping 
23-07-2024,Income,496,Nagad,Transfer 
18-08-2024,Expense,157,Cash,Salary 
25-08-2024,Income,322,Nagad,Groceries 
03-07-2023,Expense,657,Cash,Shopping 
27-04-2023,Expense,140,Credit Card,Salary 
20-02-2023,Expense,558,Bkash,Shopping 
10-01-2023,Income,920,Bkash,Salary 
10-03-2023,Expense,167,Cash,Salary 
11-01-2023,Income,704,Nagad,Transfer 
27-07-2024,Expense,485,Cash,Shopping 
03-11-2023,Income,773,Credit Card,Transfer 
22-07-2023,Expense,677,Credit Card,Groceries 
27-11-2023,Income,833,Credit Card,Transfer 
26-11-2023,Income,887,Cash,Groceries 
15-05-2024,Expense,459,Cash,Transfer 
13-06-2023,Expense,954,Bkash,Salary 
18-12-2024,Expense,708,Bkash,Shopping 
28-08-2023,Income,650,Credit Card,Salary 
15-07-2023,Expense,395,Cash,Groceries 
13-01-2024,Income,271,Nagad,Shopping 
17-11-2024,Income,445,Credit Card,Shopping 
03-08-2024,Income,296,Bkash,Salary 
28-01-2023,Expense,561,Bkash,Groceries 
18-02-2023,Income,920,Cash,Groceries 
28-12-2023,Expense,400,Cash,Transfer 
11-11-2024,Expense,967,Bkash,Transfer 
11-03-2024,Income,507,Bkash,Salary 
06-10-2023,Expense,996,Credit Card,Groceries 
15-03-2023,Income,636,Bkash,Salary 
12-11-2023,Income,751,Credit Card,Transfer 
21-08-2024,Expense,849,Credit Card,Rent 
19-02-2024,Income,585,Nagad,Rent 
02-07-2023,Income,978,Credit Card,Shopping 
01-01-2023,Expense,351,Credit Card,Transfer 
04-08-2023,Income,841,Credit Card,Transfer 
05-01-2023,Expense,153,Credit Card,Groceries 
04-12-2023,Expense,314,Bkash,Rent 
26-10-2024,Expense,791,Credit Card,Rent 
10-07-2023,Expense,671,Nagad,Shopping 
15-04-2023,Expense,270,Cash,Salary 
02-12-2024,Expense,998,Credit Card,Transfer 
13-09-2023,Expense,272,Credit Card,Transfer 
20-12-2024,Expense,648,Cash,Shopping 
05-08-2023,Expense,291,Bkash,Rent 
23-01-2024,Income,820,Credit Card,Rent 
05-08-2023,Expense,524,Nagad,Salary 
23-09-2024,Income,562,Cash,Transfer 
04-05-2023,Income,719,Credit Card,Groceries 
08-01-2023,Income,748,Cash,Shopping 
27-05-2024,Expense,287,Cash,Groceries 
13-08-2023,Expense,455,Credit Card,Shopping 
14-06-2023,Income,165,Nagad,Shopping 
16-04-2023,Expense,437,Credit Card,Shopping 
20-11-2024,Expense,146,Bkash,Rent 
11-02-2023,Expense,105,Nagad,Shopping 
01-07-2024,Income,952,Credit Card,Shopping 
02-08-2024,Expense,763,Credit Card,Transfer 
20-11-2024,Income,864,Cash,Groceries 
10-11-2023,Expense,535,Bkash,Salary 
12-12-2023,Income,352,Bkash,Groceries 
20-08-2023,Expense,810,Credit Card,Transfer 
17-10-2024,Income,149,Nagad,Groceries 
05-04-2023,Expense,610,Nagad,Shopping 
08-10-2024,Expense,148,Cash,Transfer 
11-11-2023,Income,963,Nagad,Rent 
15-07-2023,Income,873,Credit Card,Transfer 
17-01-2023,Expense,790,Bkash,Shopping 
16-03-2024,Income,416,Bkash,Salary 
14-05-2023,Expense,642,Credit Card,Salary 
22-07-2023,Expense,128,Bkash,Groceries 
16-10-2023,Expense,295,Cash,Salary 
20-05-2023,Expense,780,Bkash,Shopping 
09-09-2023,Income,333,Nagad,Groceries 
06-05-2024,Income,665,Nagad,Salary 
22-02-2023,Income,795,Cash,Transfer 
17-08-2023,Income,841,Credit Card,Groceries 
22-05-2024,Expense,436,Nagad,Salary 
23-09-2024,Income,301,Cash,Salary 
17-04-2024,Income,550,Credit Card,Groceries 
15-10-2023,Income,250,Cash,Shopping 
15-03-2023,Income,186,Nagad,Groceries 
25-08-2024,Income,576,Bkash,Transfer 
04-11-2023,Income,570,Credit Card,Transfer 
26-02-2024,Income,451,Cash,Salary 
10-04-2024,Expense,464,Cash,Rent 
12-11-2024,Income,794,Credit Card,Shopping 
22-01-2024,Income,699,Cash,Transfer 
09-09-2024,Expense,598,Cash,Shopping 
09-12-2023,Income,599,Credit Card,Shopping 
28-04-2023,Income,310,Cash,Salary 
14-03-2023,Income,727,Nagad,Shopping 
21-11-2024,Income,966,Bkash,Salary 
10-10-2023,Income,190,Credit Card,Groceries 
16-04-2023,Income,785,Bkash,Transfer 
23-12-2023,Income,411,Cash,Transfer 
02-10-2024,Income,864,Nagad,Transfer 
04-02-2023,Expense,258,Nagad,Shopping 
06-10-2023,Income,430,Credit Card,Shopping 
15-04-2023,Income,793,Nagad,Transfer 
09-04-2023,Expense,170,Credit Card,Transfer 
07-05-2024,Income,586,Bkash,Rent 
27-12-2023,Expense,101,Credit Card,Rent 
23-02-2024,Income,349,Nagad,Shopping 
20-12-2023,Expense,633,Nagad,Salary 
21-06-2023,Expense,535,Nagad,Shopping 
08-06-2024,Income,137,Nagad,Groceries 
24-12-2023,Expense,695,Nagad,Transfer 
24-09-2023,Expense,708,Credit Card,Transfer 
15-11-2023,Income,821,Nagad,Transfer 
18-11-2024,Income,816,Bkash,Groceries 
04-03-2024,Expense,648,Nagad,Transfer 
16-11-2023,Expense,762,Bkash,Rent 
04-04-2024,Income,615,Credit Card,Rent 
10-08-2024,Income,685,Nagad,Shopping 
10-07-2024,Expense,157,Credit Card,Groceries 
05-04-2023,Income,358,Bkash,Salary 
25-05-2023,Income,540,Cash,Salary 
20-01-2023,Income,908,Cash,Transfer 
03-06-2023,Expense,111,Bkash,Groceries 
16-06-2024,Expense,211,Cash,Transfer 
03-03-2024,Income,880,Nagad,Transfer 
08-10-2023,Income,411,Bkash,Salary 
07-02-2024,Income,701,Cash,Shopping 
09-12-2023,Expense,991,Credit Card,Transfer 
10-01-2024,Income,989,Credit Card,Groceries 
20-10-2024,Income,311,Credit Card,Salary 
22-11-2024,Income,149,Bkash,Shopping 
22-06-2024,Expense,446,Cash,Rent 
24-06-2023,Income,182,Bkash,Salary 
26-08-2023,Expense,137,Nagad,Salary 
18-11-2023,Expense,855,Bkash,Shopping 
04-01-2024,Expense,340,Bkash,Groceries 
28-06-2023,Expense,769,Nagad,Groceries 
28-08-2023,Income,715,Bkash,Transfer 
11-07-2024,Expense,726,Nagad,Transfer 
28-08-2024,Income,219,Credit Card,Transfer 
23-04-2024,Income,809,Credit Card,Shopping 
06-08-2023,Income,861,Bkash,Rent 
17-01-2024,Income,457,Nagad,Salary 
25-06-2024,Expense,161,Cash,Transfer 
14-01-2024,Income,127,Cash,Shopping 
18-08-2024,Expense,610,Credit Card,Salary 
14-01-2023,Expense,365,Credit Card,Shopping 
10-06-2023,Income,579,Cash,Salary 
26-10-2023,Expense,201,Credit Card,Transfer 
10-05-2023,Income,563,Nagad,Transfer 
03-12-2024,Income,225,Bkash,Rent 
05-12-2024,Income,332,Credit Card,Shopping 
08-07-2024,Expense,513,Bkash,Rent 
12-09-2024,Income,483,Credit Card,Groceries 
25-07-2024,Income,316,Nagad,Transfer 
14-09-2024,Expense,187,Credit Card,Transfer 
01-04-2024,Income,560,Bkash,Rent 
22-11-2024,Expense,984,Nagad,Rent 
